Artwork_Title,date,name,nationality,birth_date,death_date,dimensions_inch,medium,credit_line,object_no,description,image_url
Lyric Suite [D65-201],1965,Robert Motherwell,American,1915,1991,11 x 9,ink on rice paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Connie Perkins Endowment and support from the Dedalus Foundation",2006.3.12,,http://emuseum.huntington.org/internal/media/dispatcher/28091/resize:format$003dfull
Lyric Suite [D65-216],1965,Robert Motherwell,American,1915,1991,11 x 9,ink on rice paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Connie Perkins Endowment and support from the Dedalus Foundation",2006.3.3,,http://emuseum.huntington.org/internal/media/dispatcher/27443/resize:format$003dfull
Lyric Suite [D65-2560],1965,Robert Motherwell,American,1915,1991,11 x 9,ink on rice paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Connie Perkins Endowment and support from the Dedalus Foundation",2006.3.10,,http://emuseum.huntington.org/internal/media/dispatcher/28087/resize:format$003dfull
Lyric Suite [D65-2585],1965,Robert Motherwell,American,1915,1991,11 x 9,ink on rice paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Connie Perkins Endowment and support from the Dedalus Foundation",2006.3.4,,http://emuseum.huntington.org/internal/media/dispatcher/27444/resize:format$003dfull
Lyric Suite [D65-2586],1965,Robert Motherwell,American,1915,1991,11 x 9,ink on rice paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Connie Perkins Endowment and support from the Dedalus Foundation",2006.3.7,,http://emuseum.huntington.org/internal/media/dispatcher/28081/resize:format$003dfull
Lyric Suite [D65-96],1965,Robert Motherwell,American,1915,1991,11 x 9,ink on rice paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Connie Perkins Endowment and support from the Dedalus Foundation",2006.3.9,,http://emuseum.huntington.org/internal/media/dispatcher/28085/resize:format$003dfull
Male Figure Study,0,Thomas Hart Benton,American,1889,1975,14 9/16 x 10 1/4,black ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",85.83,,http://emuseum.huntington.org/internal/media/dispatcher/17988/resize:format$003dfull
Man and Woman Reading Newspaper,0,Rose Cecil O'Neill,American,1874,1944,15 x 22 1/8,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.24,,http://emuseum.huntington.org/internal/media/dispatcher/28018/resize:format$003dfull
Man Eating a Piece of Pie with His Hands,0,Samuel D. Ehrhart,American,0,0,14 x 19,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.14,,http://emuseum.huntington.org/internal/media/dispatcher/28008/resize:format$003dfull
Man Fishing in a Stream,0,Joseph Basil Girard,American,1846,1918,7 1/4 x 5 9/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.118,,http://emuseum.huntington.org/internal/media/dispatcher/20173/resize:format$003dfull
Man in Robe,1906,John Whitworth Robson,American,1881,1946,11 x 7 1/2,pastel on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Rory Ferguson",2006.13.4,,http://emuseum.huntington.org/internal/media/dispatcher/27849/resize:format$003dfull
"Man in Rowboat, September 18, 1890",1890,Joseph Basil Girard,American,1846,1918,4 3/4 x 6 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.32,,http://emuseum.huntington.org/internal/media/dispatcher/20087/resize:format$003dfull
Man on Step,1840,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.31.15,,http://emuseum.huntington.org/internal/media/dispatcher/18193/resize:format$003dfull
Man Purchasing Cigars,0,Louis Dalrymple,American,0,0,15 1/2 x 18,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.13,,http://emuseum.huntington.org/internal/media/dispatcher/28007/resize:format$003dfull
Man with Cows and Railroad Conductor,0,John S. Pughe,American,1870,1909,15 1/4 x 18,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.17,,http://emuseum.huntington.org/internal/media/dispatcher/28011/resize:format$003dfull
Man with Feathered Hat,1845,John Frederick Kensett,American,1816,1872,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.30.10,"These lively figure studies reveal the working methods Kensett and Casilear employed in their costume drawings. The line to the left of the figure in Kensett's Seated Man with Small Horn represents an abandoned start to the composition. In Man with a Pipe, Casilear, or perhaps a playful classmate, added a caricature to the upper-right corner.",http://emuseum.huntington.org/internal/media/dispatcher/18171/resize:format$003dfull
Man with Pie on Fork,0,Samuel D. Ehrhart,American,0,0,13 3/4 x 19 1/2,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.26,,http://emuseum.huntington.org/internal/media/dispatcher/28020/resize:format$003dfull
Man with Pipe,1840,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.31.20,"These lively figure studies reveal the working methods Kensett and Casilear employed in their costume drawings. The line to the left of the figure in Kensett's Seated Man with Small Horn represents an abandoned start to the composition. In Man with a Pipe, Casilear, or perhaps a playful classmate, added a caricature to the upper-right corner.",http://emuseum.huntington.org/internal/media/dispatcher/18198/resize:format$003dfull
Man with Staff and Basket,1840,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.31.12,,http://emuseum.huntington.org/internal/media/dispatcher/18190/resize:format$003dfull
Mantle,0,Charles A. Vanderhoof,American,1853,1918,14 5/8 x 14 1/8,pen and black ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.96,,http://emuseum.huntington.org/internal/media/dispatcher/20455/resize:format$003dfull
Mariposa Grove,1871,James David Smillie,American,1833,1909,9 3/4 x 6 1/2,graphite heightened with white on blued paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.75,,http://emuseum.huntington.org/internal/media/dispatcher/18080/resize:format$003dfull
"Market, Stratford-on-Avon",1878,Edwin Austin Abbey,American,1852,1911,7 3/8 x 12,"black crayon, pen and brush, black ink and chinese white on board","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.39,,http://emuseum.huntington.org/internal/media/dispatcher/16223/resize:format$003dfull
Memory of the War,1892,Rufus Fairchild Zogbaum,American,1849,1925,10 x 12 3/4,gouache en grisaille on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.27,,http://emuseum.huntington.org/internal/media/dispatcher/18021/resize:format$003dfull
Men on Dockyard,0,Charles Jay Taylor,American,1855,1929,10 1/4 x 17 1/2,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.27,,http://emuseum.huntington.org/internal/media/dispatcher/28021/resize:format$003dfull
Men Talking in an Office,0,Charles Jay Taylor,American,1855,1929,18 1/2 x 15,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.19,,http://emuseum.huntington.org/internal/media/dispatcher/28013/resize:format$003dfull
Merced Gorge,1871,James David Smillie,American,1833,1909,9 x 6 5/16,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",92.22.15,,http://emuseum.huntington.org/internal/media/dispatcher/28314/resize:format$003dfull
Millard Fillmore,1856,Jules Emile Saintin,French,1829,1894,5 3/4 x 4 1/2,graphite heightened with white on gray paper mounted on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.19.1,,http://emuseum.huntington.org/internal/media/dispatcher/16205/resize:format$003dfull
Mine,1943,Francis de Erdely,American,1904,1959,15 5/8 x 19 1/4,India ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Edward W. and Julia B. Bodman Collection",72.62.168,,http://emuseum.huntington.org/internal/media/dispatcher/27980/resize:format$003dfull
"Miss Adelaide, You Know Dog Gone Well I'm Here to Wish You a Merry Xmas, Your Dog Friend Jack",1930,E. A. Burbank,American,1858,1949,11 x 7,color pencil on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",87.61.2,,http://emuseum.huntington.org/internal/media/dispatcher/22322/resize:format$003dfull
Mission d'Espada,1885,Christian Jorgensen,American,1860,1935,12 1/16 x 14 5/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.13,,http://emuseum.huntington.org/internal/media/dispatcher/27919/resize:format$003dfull
"Mission Nuestra Senora del Espiritu, Santo de Zuniga, Texas",1885,Christian Jorgensen,American,1860,1935,12 1/16 x 17 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.20,,http://emuseum.huntington.org/internal/media/dispatcher/27926/resize:format$003dfull
Mission San Gabriel,0,John Whitworth Robson,American,1881,1946,10 x 7 1/2,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Rory Ferguson",2006.13.3,,http://emuseum.huntington.org/internal/media/dispatcher/27847/resize:format$003dfull
Mitla,1885,Christian Jorgensen,American,1860,1935,13 7/16 x 9 13/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.22,,http://emuseum.huntington.org/internal/media/dispatcher/27928/resize:format$003dfull
"Miyajima, Japan Sacred Island, Inland Sea between Hiroshima and Iwakumi",0,Arthur Edwaine Beaumont,American,1890,1978,16 x 20,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Dr. and Mrs. Robert E. Dreibelbis",85.88,,http://emuseum.huntington.org/internal/media/dispatcher/17989/resize:format$003dfull
Molotov (Vyacheslav),1950,Don Freeman,American,1908,1978,sheet: 7 1/2 x 4 1/2,crayon and gouache pasted to another sheet of paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2012.5.28,,http://emuseum.huntington.org/internal/media/dispatcher/31101/resize:format$003dfull
"Morning Light, Death Valley",0,Rowena Fischer Meeks Abdy,American,1887,1945,,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Michael F. Williams",82.220,,http://emuseum.huntington.org/internal/media/dispatcher/16121/resize:format$003dfull
Mother and Daughter in Church,0,Samuel D. Ehrhart,American,0,0,17 1/4 x 19 5/8,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.20,,http://emuseum.huntington.org/internal/media/dispatcher/28014/resize:format$003dfull
Mountain Forest Seedlings,1957,Morris Graves,American,0,0,15 5/8 x 12 11/16,ink wash on rice paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Robert Halsband",83.15,,http://emuseum.huntington.org/internal/media/dispatcher/17963/resize:format$003dfull
Mountain Landscape,1933,Marsden Hartley,American,1877,1943,10 5/8 x 14 7/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",96.28.10,,http://emuseum.huntington.org/internal/media/dispatcher/20481/resize:format$003dfull
Mountain Landscape,1933,Marsden Hartley,American,1877,1943,10 5/8 x 14 7/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",96.28.17,,http://emuseum.huntington.org/internal/media/dispatcher/20488/resize:format$003dfull
Mountain Landscape,1933,Marsden Hartley,American,1877,1943,14 7/8 x 10 5/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",96.28.20,,http://emuseum.huntington.org/internal/media/dispatcher/20491/resize:format$003dfull
Mountain Landscape with Buildings and Trees,1933,Marsden Hartley,American,1877,1943,14 7/8 x 10 5/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",96.28.15,,http://emuseum.huntington.org/internal/media/dispatcher/20486/resize:format$003dfull
Mountain Landscape with Buildings and Trees in Foreground,1933,Marsden Hartley,American,1877,1943,14 7/8 x 10 5/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",96.28.18,,http://emuseum.huntington.org/internal/media/dispatcher/20489/resize:format$003dfull
Mountain Landscape with Buildings in Foreground,1933,Marsden Hartley,American,1877,1943,10 5/8 x 14 7/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",96.28.16,,http://emuseum.huntington.org/internal/media/dispatcher/20487/resize:format$003dfull
Mountain Landscape with Clouds,1933,Marsden Hartley,American,1877,1943,10 5/8 x 14 7/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Purchased with funds from the Virginia Steele Scott Foundation",96.28.4,,http://emuseum.huntington.org/internal/media/dispatcher/20475/resize:format$003dfull
Mountain Landscape with Clouds,1933,Marsden Hartley,American,1877,1943,10 5/8 x 14 7/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Purchased with funds from the Virginia Steele Scott Foundation",96.28.7,,http://emuseum.huntington.org/internal/media/dispatcher/20478/resize:format$003dfull
Mountain Landscape with Clouds,1933,Marsden Hartley,American,1877,1943,10 5/8 x 14 7/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Purchased with funds from the Virginia Steele Scott Foundation",96.28.8,,http://emuseum.huntington.org/internal/media/dispatcher/20479/resize:format$003dfull
Mountain Landscape with Clouds and Trees,1933,Marsden Hartley,American,1877,1943,10 5/8 x 14 7/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",96.28.13,,http://emuseum.huntington.org/internal/media/dispatcher/20484/resize:format$003dfull
Mountain Landscape with Clump of Trees,1933,Marsden Hartley,American,1877,1943,10 5/8 x 14 7/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Purchased with funds from the Virginia Steele Scott Foundation",96.28.5,,http://emuseum.huntington.org/internal/media/dispatcher/20476/resize:format$003dfull
Mountain Landscape with House and Pine Trees,1933,Marsden Hartley,American,1877,1943,10 5/8 x 14 7/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Purchased with funds from the Virginia Steele Scott Foundation",96.28.3,,http://emuseum.huntington.org/internal/media/dispatcher/20474/resize:format$003dfull
Mountain Landscape with House in Foreground,1933,Marsden Hartley,American,1877,1943,10 5/8 x 14 7/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",96.28.9,,http://emuseum.huntington.org/internal/media/dispatcher/20480/resize:format$003dfull
Mountain Landscape with Pine Trees,1933,Marsden Hartley,American,1877,1943,10 5/8 x 14 7/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",96.28.12,,http://emuseum.huntington.org/internal/media/dispatcher/20483/resize:format$003dfull
Mountain Landscape with Trees,1933,Marsden Hartley,American,1877,1943,10 5/8 x 14 7/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Purchased with funds from the Virginia Steele Scott Foundation",96.28.6,,http://emuseum.huntington.org/internal/media/dispatcher/20477/resize:format$003dfull
Mountain Landscape with Two Buildings in Foreground,1933,Marsden Hartley,American,1877,1943,14 7/8 x 10 5/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",96.28.19,,http://emuseum.huntington.org/internal/media/dispatcher/20490/resize:format$003dfull
Mountain Landscape with Two Pine Trees,1933,Marsden Hartley,American,1877,1943,10 5/8 x 14 7/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Purchased with funds from the Virginia Steele Scott Foundation",96.28.2,,http://emuseum.huntington.org/internal/media/dispatcher/20473/resize:format$003dfull
"Mountain Landscape, Building in Foreground",1933,Marsden Hartley,American,1877,1943,10 5/8 x 14 7/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Purchased with funds from the Virginia Steele Scott Foundation",96.28.1,,http://emuseum.huntington.org/internal/media/dispatcher/20472/resize:format$003dfull
"Mountain Landscape, Twin Peaks and Trees in Foreground",1933,Marsden Hartley,American,1877,1943,14 7/8 x 10 5/8,silverpoint on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",96.28.14,,http://emuseum.huntington.org/internal/media/dispatcher/20485/resize:format$003dfull
"Mountain Passes of ......""  (Mountain Passes of Heaven)",1965,Joseph Cornell,American,1903,1972,9 x 12,"on rough side of fiberboard panel: paper painted several shades of blue and crackled, wooden strips along left and right edges; verso covered with manilla paper stained blue","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation",2005.19.8,,http://emuseum.huntington.org/internal/media/dispatcher/26262/resize:format$003dfull
Mountain Stream,0,William Louis Sonntag Jr.,American,1822,1900,7 1/8 x 14,watercolor and gouache on paper laid on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.51,,http://emuseum.huntington.org/internal/media/dispatcher/16231/resize:format$003dfull
Mr. Chocrua,0,Aaron Draper Shattuck,American,1832,1928,10 1/8 x 15 5/8,graphite on paper laid down on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.25,,http://emuseum.huntington.org/internal/media/dispatcher/20423/resize:format$003dfull
Mrs. C. H. Collins Baker,1945,Francis de Erdely,American,1904,1959,23 1/8 x 18,black chalk with charcoal,"The Huntington Library, Art Collections, and Botanical Gardens",79.4,,http://emuseum.huntington.org/internal/media/dispatcher/17955/resize:format$003dfull
"Napa River, Calif.",1931,E. A. Burbank,American,1858,1949,7 5/16 x 11,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",87.61.4,,http://emuseum.huntington.org/internal/media/dispatcher/22324/resize:format$003dfull
Near Tivoli,1870,George Inness,American,1825,1894,9 x 10 3/4,watercolor and pencil on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",86.39,,http://emuseum.huntington.org/internal/media/dispatcher/27960/resize:format$003dfull
Netley Abbey,1841,John Frederick Kensett,American,1816,1872,9 3/4 x 13 1/8,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.10.2,,http://emuseum.huntington.org/internal/media/dispatcher/16195/resize:format$003dfull
New Hat,0,Julian Alden Weir,American,1852,1919,12 1/2 x 8,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.68,,http://emuseum.huntington.org/internal/media/dispatcher/16250/resize:format$003dfull
New York Street Scene,1939,George Grosz,German,1893,1959,26 3/4 x 19,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from Associated Foundations, Inc., William M. B. Berger Charitable Remainder Unitrust, Mrs. Sidney Brody, Brack and Betty Duker, Robert and Lois Erburu, Margery and Maurice Katz, the Virginia Steele Scott Foundation, and David and Joan Traitel",98.10,,http://emuseum.huntington.org/internal/media/dispatcher/20862/resize:format$003dfull
New York Street Scene with Vendors,0,William James Glackens,American,1870,1938,18 x 14,pastel and charcoal on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Suzanne W. Hull, in memory of Mrs. Gordon Stowe White",83.14,,http://emuseum.huntington.org/internal/media/dispatcher/1024/resize:format$003dfull
Nobody Down,1950,Don Freeman,American,1908,1978,11 x 14,"ink, gouache and litho crayon","Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2012.32.3,,http://emuseum.huntington.org/internal/media/dispatcher/31595/resize:format$003dfull
Northern California,1935,Rinaldo Cuneo,American,1877,1939,10 x 14,oil on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Margery and Maurice Katz",2007.18.1,,http://emuseum.huntington.org/internal/media/dispatcher/27541/resize:format$003dfull
Nude Man,0,John Whitworth Robson,American,1881,1946,14 3/4 x 10 3/4,pastel on green paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Rory Ferguson",2006.13.11,,http://emuseum.huntington.org/internal/media/dispatcher/27857/resize:format$003dfull
Nude Study,0,Emil Ganso,American,1895,1941,16 1/2 x 13,pen and ink with wash on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Robert Halsband",84.60,,http://emuseum.huntington.org/internal/media/dispatcher/17965/resize:format$003dfull
Nude with Violin,0,Willard LeRoy Metcalf,American,1858,1925,15 x 9,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Edward W. and Julia B. Bodman Collection",72.62.344,,http://emuseum.huntington.org/internal/media/dispatcher/16116/resize:format$003dfull
Nude Woman,0,John Whitworth Robson,American,1881,1946,7 1/2 x 5 1/2,pastel on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Rory Ferguson",2006.13.6,,http://emuseum.huntington.org/internal/media/dispatcher/27852/resize:format$003dfull
Nude Woman,0,John Whitworth Robson,American,1881,1946,10 1/2 x 8 3/4,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Rory Ferguson",2006.13.10,,http://emuseum.huntington.org/internal/media/dispatcher/27856/resize:format$003dfull
Nude Woman,1907,John Whitworth Robson,American,1881,1946,12 3/4 x 9 3/4,pastel on green paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Rory Ferguson",2006.13.12,,http://emuseum.huntington.org/internal/media/dispatcher/27858/resize:format$003dfull
Nursery Bed,1902,William H. Bradley,American,1868,1962,5 3/4 x 5 5/16,"graphite, pen, ink and watercolor on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Will Bradley",86.16.4,,http://emuseum.huntington.org/internal/media/dispatcher/16178/resize:format$003dfull
Nursery Cupboard with Bird Inlays on Door,1902,William H. Bradley,American,1868,1962,5 7/16 x 6 5/16,"graphite, pen, ink and watercolor on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Will Bradley",86.16.5,,http://emuseum.huntington.org/internal/media/dispatcher/16179/resize:format$003dfull
Nursery Cupboard with Seat and Figure Inlay in Door,1902,William H. Bradley,American,1868,1962,11 1/2 x 6 1/8,"graphite, pen, ink and watercolor on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Will Bradley",86.16.7,,http://emuseum.huntington.org/internal/media/dispatcher/16181/resize:format$003dfull
Nursery Stencil Design,1902,William H. Bradley,American,1868,1962,6 3/4 x 5 1/2,"graphite, pen, ink and watercolor on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Will Bradley",86.16.6,,http://emuseum.huntington.org/internal/media/dispatcher/16180/resize:format$003dfull
"Nyack [upper drawing] Bit of Shore, Opposite Newburgh [lower drawing]",1859,Daniel Huntington,American,1816,1906,,graphite on gray paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.37,,http://emuseum.huntington.org/internal/media/dispatcher/18055/resize:format$003dfull
Oak Tree,1920,Percy Gray,American,1869,1952,18 x 22,watercolor,"The Huntington Library, Art Collections, and Botanical Gardens. Anonymous Gift",2011.20.1,,http://emuseum.huntington.org/internal/media/dispatcher/30898/resize:format$003dfull
Oaxaca,1885,Christian Jorgensen,American,1860,1935,14 3/4 x 9,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.24,,http://emuseum.huntington.org/internal/media/dispatcher/27930/resize:format$003dfull
"Old Adobe, Napa Calif.",1929,E. A. Burbank,American,1858,1949,7 1/4 x 11 3/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",87.61.3,,http://emuseum.huntington.org/internal/media/dispatcher/22323/resize:format$003dfull
"Old Ash Tree by the Wayside, February 17, 1909",1909,Joseph Basil Girard,American,1846,1918,5 9/16 x 7 1/4,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.69,,http://emuseum.huntington.org/internal/media/dispatcher/20124/resize:format$003dfull
"Old Beech Trunks in Burnham Forest, March 1, 1909",1909,Joseph Basil Girard,American,1846,1918,6 x 9,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.70,,http://emuseum.huntington.org/internal/media/dispatcher/20125/resize:format$003dfull
"Old Castle in Wales, September 18, 1901",1901,Joseph Basil Girard,American,1846,1918,5 x 7 15/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.43,,http://emuseum.huntington.org/internal/media/dispatcher/20098/resize:format$003dfull
"Old Castle, Massa",1927,Arthur Bowen Davies,American,1862,1928,9 3/8 x 12 3/8,"watercolor, gouache, and blue chalk on gray paper","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.73,,http://emuseum.huntington.org/internal/media/dispatcher/16251/resize:format$003dfull
"Old Castle, October 3, 1901",1901,Joseph Basil Girard,American,1846,1918,3 7/8 x 6 1/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of  Jane Hemphill",89.3.47,,http://emuseum.huntington.org/internal/media/dispatcher/20102/resize:format$003dfull
"Old Fort Laramie in 1849, March 31, 1910",1910,Joseph Basil Girard,American,1846,1918,4 5/8 x 7 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.90,,http://emuseum.huntington.org/internal/media/dispatcher/20145/resize:format$003dfull
"Old Man of the Mountain, Franconia Notch",1848,Russell Smith,American,1812,1896,10 1/4 x 14 7/8,watercolor and  graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.80,,http://emuseum.huntington.org/internal/media/dispatcher/20460/resize:format$003dfull
Old Man with Parakeets,0,Alfred Thompson,British,1840,1895,9 x 11 7/8,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.49,,http://emuseum.huntington.org/internal/media/dispatcher/18068/resize:format$003dfull
Old Men Talking,0,Louis M. Glackens,American,1866,1933,14 x 19,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.18,,http://emuseum.huntington.org/internal/media/dispatcher/28012/resize:format$003dfull
"On Napa River, Napa, Calif.",1931,E. A. Burbank,American,1858,1949,7 3/8 x 12,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",87.61.9,,http://emuseum.huntington.org/internal/media/dispatcher/22330/resize:format$003dfull
On the Androscoggin,0,Aaron Draper Shattuck,American,1832,1928,12 5/8 x 19,graphite heigtened with white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.36,,http://emuseum.huntington.org/internal/media/dispatcher/18024/resize:format$003dfull
"On the Columbia River, en route Astoria",0,Charles Erskine Wood,American,1852,1944,4 1/2 x 6,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.1,,http://emuseum.huntington.org/internal/media/dispatcher/16128/resize:format$003dfull
