dim,made,prov,title,nationality,artist,birthDate,deathDate,image_url
"oban yoko-e, sheet: 8-15/16 x 13-3/4 in. (22.7 x 34.9 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Totsuka: Motomachi Fork,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.10
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (37.0 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Tonegawa River at Konodai Hill,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.51
"oban tate-e, sheet: 14-5/16 x 9-3/8 in. (36.4 x 23.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","The Suruga-cho District, Edo,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.42
"oban tate-e, sheet: 14-5/16 x 9-7/16 in. (36.4 x 24.0 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","The Sumida River Embankment, Edo,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.47
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (37.0 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett","The Sea off Satta, Suruga Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.63
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (37.0 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","The Sea off Miura Peninsula, Sagami Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.57
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (36.4 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","The Oi River between Suruga and Totomi Provinces,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.66
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (37.0 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","The Sagami River,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.58
14-11/16 x 19-3/8 in. (37.3 x 49.2 cm),1753,Norton Simon Art Foundation,"The Analysis of Beauty,",English,William Hogarth,1697,1764,
Norton Simon Art Foundation,1753,M.1979.67.82.G,"Table Scene.,",English,William Hogarth,1697,1764,
16-11/16 x 21-3/16 in. (42.4 x 53.8 cm),1738,Norton Simon Art Foundation,"Strolling Actresses Dressing in a Barn,",English,William Hogarth,1697,1764,
13-9/16 x 17-13/16 in. (34.4 x 45.2 cm),1733,Norton Simon Art Foundation,"Southwark Fair,",English,William Hogarth,1697,1764,
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (37.0 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Ichikoku Bridge, Edo,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.41
13-1/16 x 8-3/4 in. (33.2 x 22.2 cm),1746,Norton Simon Art Foundation,"Simon Lord Lovat,",English,William Hogarth,1697,1764,
8-1/16 x 6-7/8 in. (20.5 x 17.5 cm),1736,Norton Simon Art Foundation,"Scholars at a Lecture,",English,William Hogarth,1697,1764,
Paper: 33 x 24 in. (83.82 x 60.96 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Richard Hunt,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.091
11-11/16 x 14-5/8 in. (29.7 x 37.1 cm),1759,Norton Simon Art Foundation,"Pit Ticket: the Cockpit,",English,William Hogarth,1697,1764,
9-3/4 x 13-5/16 in. (24.8 x 33.8 cm),1751,Norton Simon Art Foundation,"Paul Before Felix Burlesqued,",English,William Hogarth,1697,1764,
15-1/16 x 19-15/16 in. (38.3 x 50.6 cm),1752,Norton Simon Art Foundation,"Paul Before Felix,",English,William Hogarth,1697,1764,
13-9/16 x 17-5/16 in. (34.4 x 44.0 cm),1748,Norton Simon Art Foundation,"O the Roast Beef of Old England: the Gate of Calais,",English,William Hogarth,1697,1764,
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (36.4 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","The Miho Pine Grove, Suruga Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.64
Chuban Tate-e,1834,"Norton Simon Museum, Gift of the Pasadena Art Alliance","Fujisawa,",Japanese,Ando Utagawa Hiroshige,1797,1858,
"oban yoko-e, sheet: 9-1/2 x 14-1/2 in. (24.1 x 36.8 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Fujikawa: View of Post Outskirts,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.45
Oban Yoko-e,1760,"Norton Simon Museum, Gift of Barbara Steele Williams, 1967","Crossing-Moon Bridge at Arashiyama in Yamashiro Province,",Japanese,Katsushika Hokusai,1760,1849,http://images.nortonsimon.org/viewer/index.php?id=P.1967.29.18
Oban Yoko-e,1827,"Norton Simon Museum, Gift of Barbara Steele Williams","Bridges at the Mouth of the Aji River, Tempozan, Settsu Province,",Japanese,Katsushika Hokusai,1760,1849,http://images.nortonsimon.org/viewer/index.php?id=P.1967.29.19
"oban yoko-e, sheet: 9-3/4  x 14-1/16 in. (24.8 x 35.7 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Fujieda: Changing Porters and Horses,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.29
18-7/8 x 13-3/4 in. (47.9 x 34.9 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Portrait of a Girl,",German,Paul Holz,1883,1938,
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (37.0 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","In the Mountains of Izu,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.62
14-3/4 x 12-3/4 in. (37.5 x 32.4 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Man with Top Hat and Black Beard,",German,Paul Holz,1883,1938,
22-1/8 x 16 in. (56.2 x 40.6 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Man and Beast,",German,Paul Holz,1883,1938,
Paper: 23 x 34 in. (58.42 x 86.36 cm.),1965,"Norton Simon Museum, Anonymous Gift","Untitled,",American,Richard Hunt,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.092
10-1/2 x 10-3/8 in. (26.7 x 26.4 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Coachman,",German,Paul Holz,1883,1938,
11 x 10-1/4 in. (27.9 x 26.0 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Coachman,",German,Paul Holz,1883,1938,
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (37.0 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","The Entrance gate of Enoshima Island, Sagami Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.60
11-7/8 x 10-7/8 in. (30.2 x 27.6 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Butcher,",German,Paul Holz,1883,1938,
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (37.0 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Tamagawa River, Musashi Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.53
Choban Yoko-e,1847,"Norton Simon Museum, Gift of Barbara Steele Williams, 1967","Takino River, Oji (top); Picnic at Dokan Mountain (bottom),",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1967.29.08ab
"kotanzaku, sheet: 13-7/16 x 2-3/4 in. (34.1 x 7.0 cm)",1830,"Norton Simon Museum, Bequest of Mrs. James W. Johnson, 1948","Swallows and Waves,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1948.11
"oban tate-e, sheet: 14 x 9-5/8 in. (35.6 x 24.4 cm)",1856,"Norton Simon Museum, Gift of the Pasadena Art Alliance","Suruga-cho,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1967.27.005
"oban yoko-e, sheet: 9-15/16 x 14-13/16 in. (25.2 x 37.6 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Kakegawa: Distant View of Mount Akiba,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.33
"oban yoko-e, 9-3/4 x 14-13/16 in. (24.8 x 37.6 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Ishiyakushi: Ishiyakushi Temple,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.52
"oban yoko-e, 9-15/16 x 14-5/16 in. (25.2 x 36.4 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Ishibe: Megawa Village,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.59
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (36.4 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Inume Pass, Kai Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,
"oban tate-e, sheet: 14-1/4 x 9-1/2 in. (37.0 x 24.1 cm)",1856,"Norton Simon Museum, Gift of the Pasadena Art Alliance","Inside Kameido Tenjin Shrine,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1967.27.019
"Oban tate-e, sheet: 14-9/16 x 10-1/16 in. (37.0 x 25.6 cm)",1859,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Index and Title Sheet,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.40
Paper: 30 x 22 in. (76.2 x 55.88 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Richard Hunt,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.093
"otanzaku, sheet: 14-1/2  x 6-1/2 in. (36.8 x 16.5 cm)",1830,"Norton Simon Museum, Gift of the San Marino League, 1967","Sunrise, Falcon on Pine Tree,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1967.25.17
"oban tate-e, sheet: 14 3/8 x 9 3/8 in. (36.5 x 23.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Sukiya Embankment, Edo,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.43
"oban tate-e, sheet: 13-3/16 x 9-1/2 in. (33.5 x 24.1 cm)",1857,"Norton Simon Museum, Gift of the Pasadena Art Alliance","Suidobashi Bridge and Surugadai,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1967.27.008
Oban Yoko-e,1843,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Spring Morning at the New Yoshiwara,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.34
"aitanzaku, sheet: 13-1/8 x 4-3/8 in. (33.3 x 11.1 cm)",1830,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand, 1966","Sparrows and Camellia in Snow,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.089
"koban, sheet: 6-9/16 x 8-5/8 in. (16.7 x 21.9 cm)",1830,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Sparrow and Bellflowers,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.64
30-1/4 x 24-1/4 in. (76.8 x 61.6 cm),1776,The Norton Simon Foundation,"Charlotte Augusta Matilda,",English,Nathaniel Hone,1718,1784,http://images.nortonsimon.org/viewer/index.php?id=F.1965.1.031.2.P
oban yoko-e,1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham","Kambara: Night Snow,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.22
Paper: 15 x 15 in. (38.1 x 38.1 cm.),1965,"Norton Simon Museum, Anonymous Gift","Untitled,",American,Richard Hunt,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.079
"koban, sheet: 7-1/4  x 9-3/16 in. (18.4 x 23.3 cm)",1830,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Sparrow and Bellflowers,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.65
Paper: 18 x 18 in. (45.72 x 45.72 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Richard Hunt,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.077
Paper: 15 x 15 in. (38.1 x 38.1 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Richard Hunt,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.078
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (37.0 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Koganei, Musashi Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.52
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (36.4 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Kogane Plain, Shimosa Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.73
"aitanzaku, sheet: 13 x 4 5/16 in. (33.0 x 11.0 cm)",1832,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand","Kingfisher and Iris,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.095
"otanzaku, sheet: 13-9/16 x 6-7/16 in. (34.4 x 16.4 cm)",1830,"Norton Simon Museum, Gift of the San Marino League, 1967","Kingfisher and Hydrangea,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1967.25.16
"oban yoko-e, 9-5/8 x 14-1/2 in. (24.4 x 36.8 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Kawasaki: Ferry at Rokugo,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.06
"Oban Tate-e, sheet: 14-7/16 x 9-7/8 in. (36.7 x 25.1 cm)",1857,"Norton Simon Museum, Gift of the Pasadena Art Alliance","Kasumigaseki,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1967.27.014
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (36.4 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Kanozan Mountain, Kazusa Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.75
"oban yoko-e, sheet: 9-9/16 x 14-13/16 in. (24.3 x 37.6 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Kanaya: Distant Bank of the Oi River,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.31
"oban yoko-e, sheet: 9-13/16 x 14-7/16 in. (24.9 x 36.7 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Kanagawa: View of the Hill,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.08
"oban yoko-e, sheet: 9-5/8 x 15-1/16 in. (24.4 x 38.3 cm)",1833,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand","Shono: Driving Rain,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.078
"oban yoko-e, sheet: 9-11/16 x 13-1/2  in. (24.6 x 34.29 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Shirasuka: View of Shiomizaka,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.39
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (36.4 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Shiojiri Pass, Shinano Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.69
"oban yoko-e, sheet: 9-3/4 x 14-13/16 in. (24.8 x 37.6 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Shimada: Suruga Bank of the Oi River,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.30
"oban yoko-e, sheet: 8-13/16 x 13-9/16 in. (22.4 x 34.4 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Shinagawa: Sunrise,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.03
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (37.0 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Seven-mile Beach, Sagami Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,
"oban yoko-e, sheet: 9 x 13-11/16 in. (22.9 x 34.8 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Seki: Early Departure of a Daimyo,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.55
"oban yoko-e, sheet: 9-5/8 x 14-7/16 in. (24.4 x 36.7 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham","Sakanoshita: Fudesute Mountain,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.56
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (37.0 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Koshigaya Village, Musashi Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.54
"oban tate-e, sheet: 14-5/16 x 9-7/16 in. (36.4 x 24.0 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Ryogoku, Edo,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.46
"chutanzaku, sheet: 14-5/8 x 5-1/8 in. (37.1 x 13.0 cm)",1830,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand, 1966","Red-cheeked Bird and Red Plum Blossoms,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.093
"chutanzaku, sheet: 13 x 4-3/8 in. (33.0 x 11.1 cm)",1830,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand, 1966","Oyster-catchers, Reeds and Cherry Blossom Petals,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.094
"chutanzaku, sheet: 13-1/8 x 4-3/8 in. (33.3 x 11.1 cm)",1830,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand, 1966","Plovers, Waves and Full Moon,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.092
"oban yoko-e, sheet: 10-1/8 x 14-9/16 in. (25.7 x 37.0 cm)",1833,"Norton Simon Museum, Gift of Mrs. Richard Keatinge, 1969","Kameyama: Clear Weather after Snow,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1969.072
"oban yoko-e, sheet: 9-5/8 x 14-5/8 in. (24.4 x 37.1 cm)",1833,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand, 1966","Kambara: Night Snow,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.085
Paper: 15 x 15 in. (38.1 x 38.1 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Details VIII,",American,Richard Hunt,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.048
Paper: 15 x 15 in. (38.1 x 38.1 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Details VI,",American,Richard Hunt,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.046
Paper: 15 x 15 in. (38.1 x 38.1 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Details VII,",American,Richard Hunt,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.047
Paper: 15 x 15 in. (38.1 x 38.1 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Details IV,",American,Richard Hunt,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.045
Paper: 15 x 15 in. (38.1 x 38.1 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Details V,",American,Richard Hunt,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.043
Paper: 15 x 15 in. (38.1 x 38.1 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Details III,",American,Richard Hunt,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.044
Paper: 15 x 15 in. (38.1 x 38.1 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Details I,",American,Richard Hunt,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.041
Paper: 15 x 15 in. (38.1 x 38.1 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1967","Details II,",American,Richard Hunt,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.042
"oban yoko-e, sheet: 9-1/8 x 13-15/16 in. (23.2 x 40.5 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham","Otsu: Hashirii Tea House,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.61
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (36.4 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett","Otsuki Plain, Kai Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.71
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (36.4 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Kuroto Bay, Kazusa Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.74
"Choban Yoko-e, comp: 6-1/8 x 8-3/8 in. (15.6 x 21.3 cm); sheet: 6-3/4 x 9 in. (17.1 x 22.9 cm)",1834,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand","Otsu,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.058
Chuban Tate-e,1834,"Norton Simon Museum, Gift of the Pasadena Art Alliance","Minakuchi,",Japanese,Ando Utagawa Hiroshige,1797,1858,
"oban yoko-e, sheet: 9 x 14-1/16 in. (22.9 x 35.7 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Okitsu: Okitsu River,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.24
"kotanzaku, sheet: 12-7/8 x 2-7/8 in. (32.7 x 7.3 cm)",1830,"Norton Simon Museum, Gift of the Pasadena Art Alliance, 1967","Mandarin Ducks and Bamboo Grass,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1967.27.079
"oban yoko-e, sheet: 9-3/4  x 14-15/16 in. (24.8 x 37.9 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Mariko: Famous Tea House,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.27
"oban yoko-e, sheet: 9-3/4 x 14-13/16 in. (24.8 x 37.6 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Maisaka: A View of Imagiri,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.37
"oban tate-e, sheet: 14-7/8 x 10 in. (37.8 x 25.4 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Lake Suwa, Shinano Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.68
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (37.0 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Lake at Hakone,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.61
"oban yoko-e, sheet: 9-1/8 x 13-15/16 in. (23.2 x 35.4 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Kyoto: The Great Bridge at Sanjo,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.62
"oban yoko-e, sheet: 9-5/8 x 14-5/8 in. (24.4 x 37.1 cm)",1833,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand, 1966","Kuwana: Shichiri Crossing,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.081
"oban yoko-e, sheet: 9-15/16 x 14-5/8 in. (25.2 x 37.1 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Kusatsu: Famous Post House,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.60
"kotanzaku, sheet: 13-5/8 x 2-15/16 in. (34.6 x 7.5 cm)",1830,"Norton Simon Museum, Gift of the Pasadena Art Alliance, 1967","Mandarin Ducks and Bamboo,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1967.27.080
